x1,x2,y
350.0,50.0,-0.8509
351.30260521042084,50.100200400801604,-0.6602
352.6052104208417,50.20040080160321,0.6302
353.9078156312625,50.300601202404806,0.8709
355.21042084168334,50.40080160320641,-0.3389
356.5130260521042,50.501002004008015,-0.9842
357.8156312625251,50.60120240480962,0.0098
359.1182364729459,50.701402805611224,0.9875
360.42084168336675,50.80160320641283,0.3204
361.7234468937876,50.901803607214426,-0.8804
363.0260521042084,51.00200400801603,-0.6148
364.32865731462925,51.102204408817634,0.6748
365.6312625250501,51.20240480961924,0.8405
366.9338677354709,51.30260521042084,-0.3937
368.23647294589176,51.40280561122245,-0.9721
369.5390781563126,51.503006012024045,0.0686
370.8416833667335,51.60320641282565,0.9951
372.1442885771543,51.703406813627254,0.2641
373.44689378757516,51.80360721442886,-0.9067
374.749498997996,51.90380761523046,-0.5674
376.05210420841684,52.00400801603207,0.717
377.3547094188377,52.104208416833664,0.8071
378.6573146292585,52.20440881763527,-0.4471
379.95991983967934,52.30460921843687,-0.9566
381.2625250501002,52.40480961923848,0.1272
382.5651302605211,52.50501002004008,0.9992
383.86773547094185,52.605210420841686,0.2069
385.17034068136275,52.705410821643284,-0.93
386.4729458917836,52.80561122244489,-0.5179
387.7755511022044,52.90581162324649,0.7568
389.07815631262525,53.0060120240481,0.771
390.3807615230461,53.1062124248497,-0.499
391.6833667334669,53.206412825651306,-0.9378
392.98597194388776,53.3066132264529,0.1854
394.2885771543086,53.40681362725451,0.9998
395.59118236472943,53.50701402805611,0.149
396.8937875751503,53.607214428857716,-0.95
398.19639278557116,53.70741482965932,-0.4667
399.498997995992,53.807615230460925,0.7939
400.80160320641284,53.90781563126252,0.7322
402.10420841683367,54.00801603206413,-0.5491
403.4068136272545,54.10821643286573,-0.9158
404.70941883767534,54.208416833667336,0.2429
406.0120240480962,54.30861723446894,0.997
407.314629258517,54.40881763527054,0.0905
408.61723446893785,54.50901803607214,-0.9667
409.9198396793587,54.609218436873746,-0.4138
411.2224448897796,54.70941883767535,0.8283
412.5250501002004,54.809619238476955,0.6908
413.82765531062125,54.90981963927856,-0.5973
415.1302605210421,55.010020040080164,-0.8906
416.4328657314629,55.11022044088176,0.2995
417.73547094188376,55.210420841683366,0.9907
419.0380761523046,55.31062124248497,0.0318
420.34068136272543,55.410821643286575,-0.9801
421.64328657314627,55.51102204408818,-0.3595
422.94589178356716,55.611222444889776,0.8599
424.24849699398794,55.71142284569138,0.6471
425.55110220440883,55.811623246492985,-0.6435
426.85370741482967,55.91182364729459,-0.8623
428.1563126252505,56.012024048096194,0.3551
429.45891783567134,56.1122244488978,0.981
430.7615230460922,56.2124248496994,-0.0271
432.064128256513,56.312625250501,-0.9901
433.36673346693385,56.412825651302605,-0.304
434.6693386773547,56.51302605210421,0.8884
435.9719438877755,56.61322645290581,0.6011
437.2745490981964,56.71342685370742,-0.6874
438.57715430861725,56.813627254509015,-0.831
439.8797595190381,56.91382765531062,0.4095
441.1823647294589,57.014028056112224,0.9679
442.48496993987976,57.11422845691383,-0.0859
443.7875751503006,57.21442885771543,-0.9966
445.09018036072143,57.31462925851704,-0.2474
446.39278557114227,57.414829659318634,0.9139
447.6953907815631,57.51503006012024,0.553
448.997995991984,57.61523046092184,-0.729
450.3006012024048,57.71543086172345,-0.7968
451.60320641282567,57.81563126252505,0.4625
452.9058116232465,57.91583166332666,0.9515
454.20841683366734,58.016032064128254,-0.1443
455.5110220440882,58.11623246492986,-0.9997
456.813627254509,58.21643286573146,-0.19
458.11623246492985,58.31663326653307,0.9362
459.4188376753507,58.41683366733467,0.503
460.7214428857715,58.51703406813627,-0.768
462.02404809619236,58.61723446893788,-0.7599
463.32665330661325,58.71743486973948,0.5139
464.62925851703403,58.81763527054108,0.9317
465.9318637274549,58.91783567134269,-0.2023
467.23446893787576,59.01803607214429,-0.9994
468.5370741482966,59.118236472945895,-0.1319
469.83967935871743,59.21843687374749,0.9553
471.14228456913827,59.3186372745491,0.4513
472.4448897795591,59.4188376753507,-0.8043
473.74749498997994,59.519038076152306,-0.7203
475.05010020040083,59.61923847695391,0.5635
476.3527054108216,59.71943887775551,0.9087
477.6553106212425,59.81963927855711,-0.2596
478.9579158316633,59.91983967935872,-0.9955
480.2605210420842,60.02004008016032,-0.0733
481.563126252505,60.120240480961925,0.971
482.86573146292585,60.22044088176353,0.398
484.1683366733467,60.320641282565134,-0.8379
485.4709418837675,60.42084168336673,-0.6782
486.7735470941884,60.521042084168336,0.6111
488.0761523046092,60.62124248496994,0.8826
